point_a,point_b,distance,max_speed,road_condition,traffic_condition,date,departure_time,vehicle_type,driver_age,travel_time
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,71.47,3,0,2023-09-29,09:53,Car/Trailer,24,40.77
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,72.66,1,2,2023-12-11,23:36,Car/Trailer,59,2.8
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,69.53,3,2,2023-11-08,02:28,Semi-truck,58,49.92
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,75.25,2,2,2023-01-09,03:28,SUV,59,4.73
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,65.56,1,0,2023-01-16,17:16,Sedan,47,4.06
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,64.11,0,1,2023-08-24,04:45,Motorcycle,39,2.05
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,76.46,2,2,2023-10-10,00:42,SUV,65,0.67
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,66.42,3,1,2023-01-12,21:10,Semi-truck,60,55.86
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,73.61,1,2,2023-12-01,08:39,Semi-truck,42,5.06
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,73.56,3,1,2023-03-23,09:50,Car/Trailer,38,3.97
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,70.3,2,2,2023-06-09,17:16,Sedan,24,4.18
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,66.19,0,1,2023-03-26,11:40,Truck,19,3.09
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,76.93,1,1,2023-01-31,05:11,Sedan,33,50.84
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,68.72,3,2,2023-01-10,08:08,Car/Trailer,67,2.58
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,72.04,0,2,2023-05-08,22:10,Truck,55,15.33
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,69.97,1,1,2023-02-16,21:26,Motorcycle,48,40.61
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,74.16,3,1,2023-01-28,18:50,Truck,63,7.03
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,64.36,2,1,2023-02-20,04:46,Motorcycle,69,7.32
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,71.13,1,2,2023-06-24,04:52,SUV,42,50.14
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,68.26,2,0,2023-01-03,17:37,Motorcycle,29,4.71
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,68.93,3,1,2023-05-26,20:58,Sedan,37,6.39
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,67.99,0,2,2023-10-07,19:57,Sedan,49,52.23
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,76.36,2,2,2023-02-18,05:22,Truck,63,4.35
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,75.89,2,0,2023-05-23,03:40,Semi-truck,47,6.49
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,72.45,1,2,2023-01-16,13:35,Sedan,43,39.36
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,70.78,1,0,2023-03-07,00:28,Sedan,60,21.13
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,73.38,0,1,2023-10-17,18:24,Motorcycle,20,2.32
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,71.55,0,2,2023-09-08,03:05,Car/Trailer,63,50.12
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,74.3,1,2,2023-07-26,22:24,SUV,32,37.32
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,77.17,3,1,2023-06-24,02:00,Motorcycle,59,51.08
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,70.66,3,1,2023-10-18,01:50,Sedan,67,4.8
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,74.24,1,0,2023-03-30,14:49,SUV,62,1.98
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,70.22,1,1,2023-12-06,15:47,Sedan,67,3.99
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,65.18,2,2,2023-08-30,18:36,Semi-truck,62,4.16
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.1,1,2,2023-05-19,00:10,Truck,58,5.3
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,71.04,2,1,2023-10-07,14:14,Semi-truck,35,3.21
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,73.1,2,1,2023-10-12,08:19,Truck,53,1.34
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,69.31,3,0,2023-06-03,02:08,Motorcycle,56,1.28
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,72.65,3,1,2023-04-08,02:36,SUV,38,5.17
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,73.58,1,1,2023-04-12,02:47,Semi-truck,26,14.23
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,75.54,2,2,2023-08-28,23:39,Motorcycle,25,0.51
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,69.62,3,2,2023-08-08,10:44,Motorcycle,47,6.45
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,77.01,3,2,2023-12-20,17:16,Sedan,61,50.82
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,70.32,1,1,2023-12-14,06:50,Semi-truck,30,4.66
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,76.13,0,0,2023-05-02,05:06,Truck,35,4.01
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,74.67,0,2,2023-05-03,22:56,Truck,52,38.21
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,71.95,1,1,2023-08-05,06:27,Truck,26,4.74
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,70.25,3,2,2023-09-30,22:35,Car/Trailer,50,2.15
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,73.4,3,0,2023-12-09,14:27,Semi-truck,63,48.89
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,68.19,1,0,2023-12-04,11:26,Truck,34,7.01
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,77.4,0,0,2023-11-14,09:51,Semi-truck,34,4.94
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,71.49,1,2,2023-01-24,18:35,Truck,33,4.39
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,69.78,2,1,2023-11-09,07:49,Semi-truck,28,1.32
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,78.99,3,1,2023-10-30,16:39,Motorcycle,24,36.77
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,78.8,1,1,2023-03-10,20:14,Car/Trailer,24,49.52
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,69.83,3,0,2023-06-12,23:33,SUV,38,51.19
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,70.76,1,2,2023-09-06,04:50,SUV,66,38.5
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,63.96,3,2,2023-02-28,01:37,Car/Trailer,35,4.66
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,66.76,3,1,2023-04-29,20:12,SUV,41,15.49
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,63.94,3,0,2023-08-31,00:37,Motorcycle,58,54.92
"120 Broadway, New York, NY","1 Infinite Loop, Cupertino, CA",2891,75.48,1,0,2023-04-01,19:54,Car/Trailer,44,51.66
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,69.67,3,0,2023-12-23,17:52,Sedan,43,3.14
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,73.4,3,1,2023-08-09,13:22,SUV,68,15.99
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,72.59,3,0,2023-04-27,06:18,Car/Trailer,20,6.92
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,77.11,0,2,2023-05-01,21:13,Car/Trailer,45,48.84
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,70.14,2,0,2023-07-18,09:10,Motorcycle,60,3.58
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,78.97,0,1,2023-03-01,22:30,Semi-truck,27,36.92
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,69.83,1,1,2023-04-08,05:27,SUV,20,5.27
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,71.47,1,2,2023-02-01,07:44,SUV,33,50.55
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,69.53,3,1,2023-03-19,15:14,Motorcycle,37,4.19
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,66.41,0,2,2023-02-21,15:41,Semi-truck,60,3.79
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,69.28,2,2,2023-03-17,13:25,Sedan,30,2.3
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,66.47,3,2,2023-06-25,07:26,Motorcycle,59,2.25
"721 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2887,64.49,3,1,2023-04-07,01:46,Motorcycle,18,55.41
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,75.06,3,1,2023-03-20,19:07,Semi-truck,59,13.43
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,75.17,1,0,2023-03-04,11:43,Semi-truck,22,6.12
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,74.86,3,0,2023-03-13,15:38,Car/Trailer,61,4.76
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,72.35,0,0,2023-09-12,11:13,Truck,67,14.88
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,71.78,2,0,2023-04-04,07:42,Car/Trailer,46,13.77
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,70.8,2,0,2023-09-27,19:44,Truck,61,55.08
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,71.9,2,2,2023-10-25,20:56,Car/Trailer,19,5.03
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,64.22,0,2,2023-02-16,06:01,SUV,27,6.8
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,69.44,2,0,2023-09-22,04:30,Truck,55,49.19
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,69.34,1,0,2023-04-30,12:37,Truck,67,4.81
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,70.61,3,2,2023-09-17,08:34,Motorcycle,34,5.49
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,74.91,3,0,2023-01-14,19:58,Car/Trailer,67,4.54
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,77.31,1,2,2023-09-22,10:39,Truck,23,4.73
"1 Infinite Loop, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,72.6,1,0,2023-06-30,10:39,Sedan,69,1.66
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,74.75,1,1,2023-06-21,19:53,Car/Trailer,26,3.24
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,76.43,3,2,2023-02-09,19:07,Semi-truck,57,4.18
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,69.61,3,2,2023-02-08,23:52,Truck,25,39.98
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,68.5,3,2,2023-09-05,05:50,Motorcycle,22,4.03
"742 Evergreen Terrace, Springfield, IL","1600 Amphitheatre Parkway, Mountain View, CA",2171,74.97,3,2,2023-02-26,01:04,Sedan,69,36.82
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,73.04,0,2,2023-12-14,02:15,Sedan,58,15.48
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,71.06,1,1,2023-11-16,00:14,Semi-truck,32,3.95
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,64.62,1,2,2023-07-29,06:22,SUV,64,2.13
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,70.53,3,2,2023-10-10,20:57,Sedan,52,4.26
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,69.74,2,1,2023-12-26,23:59,Truck,48,5.23
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,72.14,1,0,2023-01-28,04:31,Motorcycle,29,4.89
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,73.71,3,1,2023-09-11,20:15,Truck,25,49.15
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,72.39,0,1,2023-07-15,12:14,Sedan,43,54.51
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,73.73,3,1,2023-05-04,13:57,Motorcycle,36,5.65
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,75.6,0,0,2023-04-30,15:05,SUV,34,13.48
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,78.25,1,2,2023-08-17,18:26,Motorcycle,25,37.19
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,72.42,3,0,2023-03-04,11:03,SUV,18,4.52
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,67.94,2,2,2023-03-07,19:37,Sedan,37,3.28
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,72.48,1,2,2023-04-12,09:02,Semi-truck,27,36.43
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,73.41,1,2,2023-06-19,17:41,Semi-truck,67,40.25
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,65.04,2,1,2023-09-23,16:31,Motorcycle,30,40.24
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,67.59,3,1,2023-01-10,10:30,Car/Trailer,28,5.51
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,71.99,3,0,2023-06-29,06:35,SUV,50,5.03
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,67.36,2,2,2023-08-11,11:19,Sedan,55,52.35
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,68.98,3,1,2023-10-21,06:04,Sedan,63,1.01
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.78,2,2,2023-09-23,18:55,Car/Trailer,61,4.93
"1 Googleplex, Mountain View, CA","1 Apple Park Way, Cupertino, CA",43,66.29,2,2,2023-04-13,02:27,Sedan,39,1.79
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,72.39,1,2,2023-05-16,01:14,Semi-truck,37,2.68
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,68.62,0,1,2023-05-16,23:31,Semi-truck,35,5.11
"1 Dr Carlton B Goodlett Pl, San Francisco, CA","1600 Pennsylvania Ave NW, Washington, DC",2835,74.04,1,2,2023-11-05,18:04,Car/Trailer,63,49.07
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,66.33,0,0,2023-11-28,21:20,Motorcycle,49,4.96
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,70.64,2,1,2023-04-25,09:02,Truck,39,1.91
"11 Wall St, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,73.55,3,1,2023-11-26,20:07,SUV,52,4.13
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,70.24,0,1,2023-09-18,16:07,SUV,32,14.7
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,72.47,0,0,2023-07-10,00:20,Car/Trailer,69,6.77
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,73.05,3,1,2023-03-18,00:35,SUV,23,49.75
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,76.33,3,2,2023-06-22,20:19,Motorcycle,42,50.09
"100 Universal City Plaza, Universal City, CA","1 Infinite Loop, Cupertino, CA",343,75.66,1,2,2023-05-04,02:11,SUV,33,6.54
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,75.57,2,0,2023-03-14,21:06,Car/Trailer,57,37.51
"45 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,64.77,0,2,2023-05-16,10:15,Motorcycle,49,4.85
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,69.87,3,2,2023-12-04,00:21,Truck,65,22.43
"1 Hacker Way, Menlo Park, CA","1600 Amphitheatre Parkway, Mountain View, CA",128,73.7,1,0,2023-07-01,21:05,Car/Trailer,32,3.39
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,73.43,3,1,2023-08-20,01:18,Semi-truck,51,4.63
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,78.14,2,0,2023-11-24,23:03,Truck,20,3.57
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,69.48,1,0,2023-10-03,18:46,Truck,58,5.11
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,73.38,2,2,2023-03-23,10:08,Truck,23,38.73
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,61.66,2,0,2023-08-16,07:31,Semi-truck,20,57.93
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,64.27,3,2,2023-03-24,06:49,Sedan,57,7.08
"30 Rockefeller Plaza, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,67.49,0,0,2023-01-08,06:52,Motorcycle,57,4.65
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,69.16,1,0,2023-03-13,15:53,Motorcycle,26,4.73
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,72.18,0,2,2023-11-03,13:26,Motorcycle,67,36.84
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,67.17,3,1,2023-04-27,19:59,SUV,47,6.0
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,70.16,2,0,2023-12-02,12:10,Motorcycle,59,5.05
"2755 Station Club Dr, Suwanee, GA","1600 Pennsylvania Ave NW, Washington, DC",546,75.63,0,2,2023-12-27,19:48,SUV,32,11.01
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,71.37,1,2,2023-06-15,06:58,Motorcycle,28,54.42
"4 Pennsylvania Plaza, New York, NY","1500 Sugar Bowl Dr, New Orleans, LA",1193,77.18,2,0,2023-02-12,07:19,Motorcycle,44,21.94
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,69.34,0,1,2023-06-18,09:54,Sedan,31,1.19
"1515 Broadway, New York, NY","1600 Amphitheatre Parkway, Mountain View, CA",2889,77.74,2,2,2023-12-13,18:40,Sedan,40,49.24
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,77.59,1,0,2023-08-29,15:17,Truck,58,5.07
"1 Googleplex, Mountain View, CA","233 S Wacker Dr, Chicago, IL",2141,69.79,1,1,2023-08-15,18:59,Motorcycle,37,39.12
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,65.32,0,2,2023-05-10,08:12,Motorcycle,60,40.59
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,75.33,2,0,2023-09-09,23:55,Sedan,56,1.02
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,75.1,0,2,2023-12-13,08:26,Semi-truck,42,4.88
"1500 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,69.18,1,2,2023-05-29,19:47,Semi-truck,69,4.95
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.91,1,2,2023-07-03,02:30,SUV,57,5.69
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,79.75,2,0,2023-09-17,01:35,Truck,27,14.31
"1 World Trade Center, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,75.03,3,0,2023-07-03,12:27,SUV,24,4.14
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,72.31,2,1,2023-05-03,19:15,Car/Trailer,30,15.77
"1 Microsoft Way, Redmond, WA","701 5th Ave, Seattle, WA",16,74.39,1,0,2023-08-21,11:02,Motorcycle,54,0.65
"721 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",226,68.23,0,2,2023-04-25,21:47,Sedan,59,5.73
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,68.27,1,1,2023-02-27,08:46,Car/Trailer,64,52.71
"1600 Amphitheatre Parkway, Mountain View, CA","1 Infinite Loop, Cupertino, CA",43,73.51,2,2,2023-08-23,09:08,Semi-truck,18,1.19
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.96,2,0,2023-10-11,06:30,Sedan,27,5.42
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,73.8,3,0,2023-05-09,08:05,Truck,28,4.17
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,73.09,3,0,2023-12-20,21:25,Sedan,59,14.58
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,74.7,0,1,2023-05-04,14:02,SUV,63,3.53
"1211 Avenue of the Americas, New York, NY","350 5th Ave, New York, NY",226,73.63,1,2,2023-06-21,20:01,Sedan,58,5.22
"500 Terry A Francois Blvd, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,70.66,3,2,2023-01-07,19:06,Car/Trailer,61,2.99
"1 Franklin Pkwy, San Mateo, CA","1 Infinite Loop, Cupertino, CA",128,64.68,1,0,2023-09-12,09:42,Semi-truck,49,2.58
"333 Bush St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,75.0,2,0,2023-06-26,14:33,SUV,31,2.58
"400 Broad St, Seattle, WA","1600 Amphitheatre Parkway, Mountain View, CA",842,71.92,1,0,2023-05-03,09:02,Truck,18,15.34
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,77.26,3,1,2023-11-01,12:56,Semi-truck,29,13.77
"120 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,64.99,3,0,2023-11-28,15:46,Truck,44,5.12
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,70.18,3,1,2023-09-23,16:49,Sedan,58,1.9
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,73.62,0,1,2023-09-19,17:32,Motorcycle,69,3.19
"350 5th Ave, New York, NY","1 Infinite Loop, Cupertino, CA",2907,72.31,1,0,2023-12-05,02:51,Truck,23,56.21
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,64.37,3,1,2023-02-17,22:35,SUV,23,2.6
"1600 Pennsylvania Ave NW, Washington, DC","350 5th Ave, New York, NY",226,71.51,3,1,2023-01-15,03:28,Motorcycle,48,4.27
"1 Hacker Way, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,71.73,3,0,2023-02-14,22:52,Semi-truck,38,2.41
"401 N Michigan Ave, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2142,70.46,2,2,2023-08-15,02:48,Truck,50,39.89
"1515 Broadway, New York, NY","233 S Wacker Dr, Chicago, IL",791,74.26,2,1,2023-11-13,03:44,Truck,49,15.48
"100 Universal City Plaza, Universal City, CA","1600 Amphitheatre Parkway, Mountain View, CA",343,65.76,0,0,2023-03-20,10:55,Truck,63,7.3
"1 Times Square, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,78.88,2,1,2023-10-12,10:06,Semi-truck,18,4.61
"1 Apple Park Way, Cupertino, CA","600 Montgomery St, San Francisco, CA",43,72.49,1,1,2023-12-09,10:58,Car/Trailer,29,1.01
"701 5th Ave, Seattle, WA","233 S Wacker Dr, Chicago, IL",2065,68.06,0,2,2023-01-16,00:08,Car/Trailer,22,38.97
"405 Lexington Ave, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",228,74.0,0,1,2023-12-16,17:52,Semi-truck,19,5.0
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,75.7,2,0,2023-03-17,04:08,Truck,55,3.38
"1 Market St, San Francisco, CA","1 Infinite Loop, Cupertino, CA",128,72.6,0,2,2023-01-13,00:12,Motorcycle,68,3.13
"350 5th Ave, New York, NY","233 S Wacker Dr, Chicago, IL",791,64.89,3,2,2023-08-06,19:05,SUV,25,15.67
"1515 Broadway, New York, NY","1600 Pennsylvania Ave NW, Washington, DC",227,71.99,3,0,2023-11-03,16:18,Motorcycle,37,5.44
"1601 Willow Rd, Menlo Park, CA","1 Infinite Loop, Cupertino, CA",128,66.91,3,0,2023-11-26,06:26,Motorcycle,68,3.54
"2755 Station Club Dr, Suwanee, GA","350 5th Ave, New York, NY",754,70.35,3,0,2023-10-28,22:45,Truck,50,13.82
"1 Hacker Way, Menlo Park, CA","350 5th Ave, New York, NY",2885,69.58,2,2,2023-03-27,14:29,Sedan,41,49.99
"233 S Wacker Dr, Chicago, IL","1600 Amphitheatre Parkway, Mountain View, CA",2140,71.91,1,1,2023-08-06,02:35,Motorcycle,46,37.86
